geo_id,geo_type,year,var,value,units,delta_percent
360290001101,Census Block Group,2019,census_homeValuemedian,85400,USD,NA
360290001101,Census Block Group,NA,census_homeValuemedian,NA,USD,NA
360290001101,Census Block Group,2019,census_income_median,44911,USD,NA
360290001101,Census Block Group,NA,census_income_median,NA,USD,NA
360290001101,Census Block Group,2019,census_income_percapita,20481,USD,NA
360290001101,Census Block Group,NA,census_income_percapita,NA,USD,NA
360290001101,Census Block Group,2019,census_percAgeOver64,14.939024390243903,%,NA
360290001101,Census Block Group,NA,census_percAgeOver64,NA,%,NA
360290001101,Census Block Group,2019,census_percAgeUnder5,7.926829268292683,%,NA
360290001101,Census Block Group,NA,census_percAgeUnder5,NA,%,NA
360290001101,Census Block Group,2019,census_percBelow200FPL,21.630094043887148,%,NA
360290001101,Census Block Group,NA,census_percBelow200FPL,NA,%,NA
360290001101,Census Block Group,2019,census_percBlueCollar,64.46280991735537,%,NA
360290001101,Census Block Group,NA,census_percBlueCollar,NA,%,NA
360290001101,Census Block Group,2019,census_percEducLessHS,25.233644859813086,%,NA
360290001101,Census Block Group,NA,census_percEducLessHS,NA,%,NA
360290001101,Census Block Group,2019,census_percFamiliesSingleParent,15.584415584415584,%,NA
360290001101,Census Block Group,NA,census_percFamiliesSingleParent,NA,%,NA
360290001101,Census Block Group,2019,census_percHH_Crowded,0,%,NA
360290001101,Census Block Group,NA,census_percHH_Crowded,NA,%,NA
360290001101,Census Block Group,2019,census_percHH_LangIsolated,14.814814814814815,%,NA
360290001101,Census Block Group,NA,census_percHH_LangIsolated,NA,%,NA
360290001101,Census Block Group,2019,census_percHH_NoVehicle,0,%,NA
360290001101,Census Block Group,NA,census_percHH_NoVehicle,NA,%,NA
360290001101,Census Block Group,2019,census_percHomeowners,95.29780564263324,%,NA
360290001101,Census Block Group,NA,census_percHomeowners,NA,%,NA
360290001101,Census Block Group,2019,census_percMinority,31.09756097560976,%,NA
360290001101,Census Block Group,NA,census_percMinority,NA,%,NA
360290001101,Census Block Group,2019,census_percPlumbingComplete,1,%,NA
360290001101,Census Block Group,NA,census_percPlumbingComplete,NA,%,NA
360290001101,Census Block Group,2019,census_percUnemployed,0,%,NA
360290001101,Census Block Group,NA,census_percUnemployed,NA,%,NA
360290001101,Census Block Group,2019,census_pop_total,328,people,NA
360290001101,Census Block Group,NA,census_pop_total,NA,people,NA
360290001101,Census Block Group,2019,census_rentIncomeRatioMedian,32.027,ratio,NA
360290001101,Census Block Group,NA,census_rentIncomeRatioMedian,NA,ratio,NA
360290001101,Census Block Group,2019,census_rentMedian,624.34,USD,NA
360290001101,Census Block Group,NA,census_rentMedian,NA,USD,NA
360290001101,Census Block Group,2019,census_size_hh_avg,2.36,people,NA
360290001101,Census Block Group,NA,census_size_hh_avg,NA,people,NA
360290001101,Census Block Group,2019,PC1,1.6269833601915906,NA,NA
360290001101,Census Block Group,NA,PC1,NA,NA,NA
360290001102,Census Block Group,2019,census_homeValuemedian,62964,USD,NA
360290001102,Census Block Group,NA,census_homeValuemedian,NA,USD,NA
360290001102,Census Block Group,2019,census_income_median,33217.51,USD,NA
360290001102,Census Block Group,NA,census_income_median,NA,USD,NA
360290001102,Census Block Group,2019,census_income_percapita,20518.02,USD,NA
360290001102,Census Block Group,NA,census_income_percapita,NA,USD,NA
360290001102,Census Block Group,2019,census_percAgeOver64,13.57716135678375,%,NA
360290001102,Census Block Group,NA,census_percAgeOver64,NA,%,NA
360290001102,Census Block Group,2019,census_percAgeUnder5,4.66941356128819,%,NA
360290001102,Census Block Group,NA,census_percAgeUnder5,NA,%,NA
360290001102,Census Block Group,2019,census_percBelow200FPL,54.039230515238316,%,NA
360290001102,Census Block Group,NA,census_percBelow200FPL,NA,%,NA
360290001102,Census Block Group,2019,census_percBlueCollar,73.82781286538876,%,NA
360290001102,Census Block Group,NA,census_percBlueCollar,NA,%,NA
360290001102,Census Block Group,2019,census_percEducLessHS,32.345366616639026,%,NA
360290001102,Census Block Group,NA,census_percEducLessHS,NA,%,NA
360290001102,Census Block Group,2019,census_percFamiliesSingleParent,32.0945497929756,%,NA
360290001102,Census Block Group,NA,census_percFamiliesSingleParent,NA,%,NA
360290001102,Census Block Group,2019,census_percHH_Crowded,0.2570310275340453,%,NA
360290001102,Census Block Group,NA,census_percHH_Crowded,NA,%,NA
360290001102,Census Block Group,2019,census_percHH_LangIsolated,4.038305053666194,%,NA
360290001102,Census Block Group,NA,census_percHH_LangIsolated,NA,%,NA
360290001102,Census Block Group,2019,census_percHH_NoVehicle,29.04184730879726,%,NA
360290001102,Census Block Group,NA,census_percHH_NoVehicle,NA,%,NA
360290001102,Census Block Group,2019,census_percHomeowners,44.61783729360753,%,NA
360290001102,Census Block Group,NA,census_percHomeowners,NA,%,NA
360290001102,Census Block Group,2019,census_percMinority,59.33124887027601,%,NA
360290001102,Census Block Group,NA,census_percMinority,NA,%,NA
360290001102,Census Block Group,2019,census_percPlumbingComplete,0.9967260567025485,%,NA
360290001102,Census Block Group,NA,census_percPlumbingComplete,NA,%,NA
360290001102,Census Block Group,2019,census_percUnemployed,0.046285222514587075,%,NA
360290001102,Census Block Group,NA,census_percUnemployed,NA,%,NA
360290001102,Census Block Group,2019,census_pop_total,0,people,NA
360290001102,Census Block Group,NA,census_pop_total,NA,people,NA
360290001102,Census Block Group,2019,census_rentIncomeRatioMedian,36.31200000000002,ratio,NA
360290001102,Census Block Group,NA,census_rentIncomeRatioMedian,NA,ratio,NA
360290001102,Census Block Group,2019,census_rentMedian,596.34,USD,NA
360290001102,Census Block Group,NA,census_rentMedian,NA,USD,NA
360290001102,Census Block Group,2019,census_size_hh_avg,2.165,people,NA
360290001102,Census Block Group,NA,census_size_hh_avg,NA,people,NA
360290001102,Census Block Group,2019,PC1,-0.8242421745517157,NA,NA
