geo_id,geo_type,year,var,value,units,delta_percent
14150,Census Zip Code Tabulation Area,2010,pillar1_affordability,High,character,NA
14150,Census Zip Code Tabulation Area,2020,pillar1_affordability,High,character,NA
14150,Census Zip Code Tabulation Area,2010,pillar1_cap,54.8796162707731,%,NA
14150,Census Zip Code Tabulation Area,2020,pillar1_cap,92.0329726533964,%,67.6997379123619
14150,Census Zip Code Tabulation Area,2010,pillar1_complaints,86.8537504225969,%,NA
14150,Census Zip Code Tabulation Area,2020,pillar1_complaints,72.4774974398315,%,-16.552253544396322
14150,Census Zip Code Tabulation Area,2010,pillar1_connections_sewer,49.3170026456937,%,NA
14150,Census Zip Code Tabulation Area,2020,pillar1_connections_sewer,20.1036469778046,%,-59.23587018814896
14150,Census Zip Code Tabulation Area,2010,pillar1_connections_water,90.5426209559664,%,NA
14150,Census Zip Code Tabulation Area,2020,pillar1_connections_water,70.6380437593907,%,-21.98365475443426
14150,Census Zip Code Tabulation Area,2010,pillar1_cutoff,74.0031798370183,%,NA
14150,Census Zip Code Tabulation Area,2020,pillar1_cutoff,14.8727333638817,%,-79.90257527225609
14150,Census Zip Code Tabulation Area,2010,pillar1_hbi,7.13317864574492,%,NA
14150,Census Zip Code Tabulation Area,2020,pillar1_hbi,98.8595048431307,%,1285.9109627389232
14150,Census Zip Code Tabulation Area,2010,pillar1_ppi,1.98607973288745,%,NA
14150,Census Zip Code Tabulation Area,2020,pillar1_ppi,26.3362393248826,%,1226.0413914296323
14150,Census Zip Code Tabulation Area,2010,pillar2_diversity,0.148009248776361,ratio,NA
14150,Census Zip Code Tabulation Area,2020,pillar2_diversity,0.0548845897428691,ratio,-62.918135051277424
14150,Census Zip Code Tabulation Area,2010,pillar2_park_distance,66.7557010427117,%,NA
14150,Census Zip Code Tabulation Area,2020,pillar2_park_distance,80.3471558028832,%,20.359991053760886
14150,Census Zip Code Tabulation Area,2010,pillar2_park_walk_access,49.9529147753492,%,NA
14150,Census Zip Code Tabulation Area,2020,pillar2_park_walk_access,14.8002634290606,%,-70.37157191803306
14150,Census Zip Code Tabulation Area,2010,pillar2_procurement,5.06473183631897,%,NA
14150,Census Zip Code Tabulation Area,2020,pillar2_procurement,43.0446887155995,%,749.8907761893315
14150,Census Zip Code Tabulation Area,2010,pillar2_training,0.366031971760094,ratio,NA
14150,Census Zip Code Tabulation Area,2020,pillar2_training,0.789836412994191,ratio,115.78344896927969
14150,Census Zip Code Tabulation Area,2010,pillar2_waterfront_acess,57.3292546905577,%,NA
14150,Census Zip Code Tabulation Area,2020,pillar2_waterfront_acess,75.6542049115524,%,31.964396397451893
14150,Census Zip Code Tabulation Area,2010,pillar2_workforce,0.707930816570297,ratio,NA
14150,Census Zip Code Tabulation Area,2020,pillar2_workforce,0.668569398578256,ratio,-5.560065626572701
14150,Census Zip Code Tabulation Area,2010,pillar3_breaks,0.35097878659144,ratio,NA
14150,Census Zip Code Tabulation Area,2020,pillar3_breaks,0.530107798287645,ratio,51.03699099191458
14150,Census Zip Code Tabulation Area,2010,pillar3_flooding,13.0452929064631,%,NA
14150,Census Zip Code Tabulation Area,2020,pillar3_flooding,47.2442135680467,%,262.15525329170697
14150,Census Zip Code Tabulation Area,2010,pillar3_lead_line_replacement,89.6463917102665,%,NA
14150,Census Zip Code Tabulation Area,2020,pillar3_lead_line_replacement,4.71755636390299,%,-94.73759481681098
14150,Census Zip Code Tabulation Area,2010,pillar3_lead_lines,31.5508752129972,%,NA
14150,Census Zip Code Tabulation Area,2020,pillar3_lead_lines,71.0036884061992,%,125.0450674564795
14150,Census Zip Code Tabulation Area,2010,pillar3_meetings,0.707137559307739,ratio,NA
14150,Census Zip Code Tabulation Area,2020,pillar3_meetings,0.127781866351143,ratio,-81.9297017010048
14150,Census Zip Code Tabulation Area,2010,pillar3_outreach,19.6844805264845,%,NA
14150,Census Zip Code Tabulation Area,2020,pillar3_outreach,56.2439241213724,%,185.72724612010376
14150,Census Zip Code Tabulation Area,2010,pillar3_proactive_maintenance,84.2490751063451,%,NA
14150,Census Zip Code Tabulation Area,2020,pillar3_proactive_maintenance,43.4167762985453,%,-48.46616862708393
14150,Census Zip Code Tabulation Area,2010,pillar3_sewer_failures,0.750601662090048,ratio,NA
14150,Census Zip Code Tabulation Area,2020,pillar3_sewer_failures,0.860836499137804,ratio,14.686196769243374
14150,Census Zip Code Tabulation Area,2010,pillar3_water_board,0.592876039678231,ratio,NA
14150,Census Zip Code Tabulation Area,2020,pillar3_water_board,0.201644457643852,ratio,-65.98876592258826
14201,Census Zip Code Tabulation Area,2010,pillar1_affordability,Medium,character,NA
14201,Census Zip Code Tabulation Area,2020,pillar1_affordability,Medium,character,NA
14201,Census Zip Code Tabulation Area,2010,pillar1_cap,92.3963024979457,%,NA
14201,Census Zip Code Tabulation Area,2020,pillar1_cap,65.1898441836238,%,-29.445397249448185
14201,Census Zip Code Tabulation Area,2010,pillar1_complaints,64.2931045265868,%,NA
14201,Census Zip Code Tabulation Area,2020,pillar1_complaints,71.8536302214488,%,11.759465887567366
14201,Census Zip Code Tabulation Area,2010,pillar1_connections_sewer,94.433301477693,%,NA
14201,Census Zip Code Tabulation Area,2020,pillar1_connections_sewer,2.93699640315026,%,-96.88987215612276
14201,Census Zip Code Tabulation Area,2010,pillar1_connections_water,50.7417846936733,%,NA
14201,Census Zip Code Tabulation Area,2020,pillar1_connections_water,57.8706843778491,%,14.04936725661665
14201,Census Zip Code Tabulation Area,2010,pillar1_cutoff,71.5788649627939,%,NA
14201,Census Zip Code Tabulation Area,2020,pillar1_cutoff,35.376169718802,%,-50.57735305360008
14201,Census Zip Code Tabulation Area,2010,pillar1_hbi,17.4329797970131,%,NA
14201,Census Zip Code Tabulation Area,2020,pillar1_hbi,6.07417179271579,%,-65.15700778958906
14201,Census Zip Code Tabulation Area,2010,pillar1_ppi,19.8051506653428,%,NA
14201,Census Zip Code Tabulation Area,2020,pillar1_ppi,6.59073896240443,%,-66.72209631842075
14201,Census Zip Code Tabulation Area,2010,pillar2_diversity,0.402876023901626,ratio,NA
14201,Census Zip Code Tabulation Area,2020,pillar2_diversity,0.128292456502095,ratio,-68.15584723566943
14201,Census Zip Code Tabulation Area,2010,pillar2_park_distance,3.40624423697591,%,NA
14201,Census Zip Code Tabulation Area,2020,pillar2_park_distance,68.8025268027559,%,1919.8941125795295
14201,Census Zip Code Tabulation Area,2010,pillar2_park_walk_access,22.4934407742694,%,NA
14201,Census Zip Code Tabulation Area,2020,pillar2_park_walk_access,44.4170205853879,%,97.46654605282652
14201,Census Zip Code Tabulation Area,2010,pillar2_procurement,28.5735081415623,%,NA
