geo_id,geo_type,year,var,value,units
340130067001,block_group,2019,census_percBelow200FPL,49.74226804123711,%
340130067001,block_group,2019,census_percEducLessHS,35.24370648098554,%
340130067001,block_group,2019,census_percMinority,96.89415610952187,%
340130067001,block_group,2019,census_income_median,15817,USD
340130067001,block_group,2019,census_income_percapita,18840,USD
340130067001,block_group,2019,census_rentMedian,320,USD
340130067001,block_group,2019,census_rentIncomeRatioMedian,28.8,ratio
340130067001,block_group,2019,census_homeValuemedian,301900,USD
340130067001,block_group,2019,census_percHomeowners,38.60444041685546,%
340130067001,block_group,2019,census_percBlueCollar,78.89009793253537,%
340130067001,block_group,2019,census_percUnemployed,0,%
340130067001,block_group,2019,census_percPlumbingComplete,1,%
340130067001,block_group,2019,census_percFamiliesSingleParent,38.867924528301884,%
340130067001,block_group,2019,census_percHH_NoVehicle,69.8880976602238,%
340130067001,block_group,2019,census_percAgeOver64,27.13526767470372,%
340130067001,block_group,2019,census_percHH_LangIsolated,15.869786368260428,%
340130067001,block_group,2019,census_percHH_Crowded,7.8331637843336726,%
340130067001,block_group,2019,PC1,-1.9864625779257934,NA
340130075021,block_group,2019,census_percBelow200FPL,45.685279187817265,%
340130075021,block_group,2019,census_percEducLessHS,26.82926829268293,%
340130075021,block_group,2019,census_percMinority,75.1269035532995,%
340130075021,block_group,2019,census_income_median,52500,USD
340130075021,block_group,2019,census_income_percapita,17227,USD
340130075021,block_group,2019,census_rentMedian,971,USD
340130075021,block_group,2019,census_rentIncomeRatioMedian,33.6,ratio
340130075021,block_group,2019,census_homeValuemedian,408675.99,USD
340130075021,block_group,2019,census_percHomeowners,13.705583756345177,%
340130075021,block_group,2019,census_percBlueCollar,77.77777777777777,%
340130075021,block_group,2019,census_percUnemployed,0,%
340130075021,block_group,2019,census_percPlumbingComplete,1,%
340130075021,block_group,2019,census_percFamiliesSingleParent,75,%
340130075021,block_group,2019,census_percHH_NoVehicle,25.862068965517242,%
340130075021,block_group,2019,census_percAgeOver64,3.553299492385787,%
340130075021,block_group,2019,census_percHH_LangIsolated,81.03448275862068,%
340130075021,block_group,2019,census_percHH_Crowded,0,%
340130075021,block_group,2019,PC1,-0.3434657862298764,NA
340130024002,block_group,2019,census_percBelow200FPL,25.584255842558424,%
340130024002,block_group,2019,census_percEducLessHS,32.288401253918494,%
340130024002,block_group,2019,census_percMinority,100,%
340130024002,block_group,2019,census_income_median,54353.61,USD
340130024002,block_group,2019,census_income_percapita,29125,USD
340130024002,block_group,2019,census_rentMedian,1105,USD
340130024002,block_group,2019,census_rentIncomeRatioMedian,46.2,ratio
340130024002,block_group,2019,census_homeValuemedian,179800,USD
340130024002,block_group,2019,census_percHomeowners,63.714637146371466,%
